Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.89,76,76,0,0,0,0.0,0,235,110
Nouveaux acceptés,J2,0.07,,235,,,56,3.66,,235,179
Nouveaux acceptés,J3,0.11,,110,,,0,0.0,,235,120
Nouveaux acceptés,J4,0.4,,174,,,23,9.13,,235,151
