Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.85,111,111,0,37,37,31.27,0,204,74
Existants,J2,0.94,77,77,0,0,0,0.0,0,204,106
Existants,J3,0.89,57,77,20,0,0,0.0,0,204,87
Nouveaux acceptés,J4,0.05,,204,,,4,0.21,,204,200
