Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,28,28,0,57,27.0,0.0,
Existants,J2,0,0,0,59,-1.0,,
Nouveaux acceptés,J3,,265,,145,1.83,,
Nouveaux acceptés,J4,,220,,168,1.31,,
Nouveaux acceptés,J5,,116,,173,0.67,,
Nouveaux acceptés,J6,,31,,198,0.16,,
Nouveaux acceptés,J7,,128,,167,0.77,,
Nouveaux acceptés,J8,,184,,164,1.12,,
