Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.94,125,125,0,0,0,0.0,0,293,152
Nouveaux acceptés,J2,0.1,,293,,,53,5.46,,293,240
Nouveaux acceptés,J3,0.1,,233,,,0,0.0,,293,243
