scenario,inst,variant,delta_ratio,nb_orders,nb_jobs,nb_new_jobs,nb_accepted_new_jobs,accepted_over_new,acceptance_ratio,cmax,total_tardiness,weighted_tardiness,obj,computing_time
different_costs_50_100,inst1,late_cmax_over_2_to_before_cmax,0.5,2,10,7,3,3/7,0.43,393,279,27050,27443,1.6968535829801112
