Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,26,26,0,88,25.0,0.0,
Existants,J2,0,0,0,108,-1.0,,
Existants,J3,347,395,48,160,394.0,0.14,
Existants,J4,66,66,0,109,65.0,0.0,
Existants,J5,17,17,0,202,16.0,0.0,
Existants,J6,47,47,0,208,46.0,0.0,
Existants,J7,199,291,92,205,290.0,0.46,
Existants,J8,171,171,0,156,170.0,0.0,
Existants,J9,233,518,285,215,517.0,1.22,
Existants,J10,0,0,0,67,-1.0,,
Nouveaux acceptés,J11,,25,,405,0.06,,
Nouveaux acceptés,J12,,7,,429,0.02,,
Nouveaux acceptés,J13,,254,,434,0.59,,
Nouveaux acceptés,J14,,0,,424,0.0,,
