Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,191,0,-191,224,-1.0,-1.0,
Existants,J2,418,660,242,141,659.0,0.58,
Existants,J3,277,393,116,101,392.0,0.42,
Existants,J4,334,230,-104,160,229.0,-0.31,
Existants,J5,0,0,0,174,-1.0,,
Existants,J6,139,119,-20,178,118.0,-0.14,
Existants,J7,0,0,0,77,-1.0,,
Existants,J8,0,0,0,141,-1.0,,
Existants,J9,97,239,142,157,238.0,1.46,
Existants,J10,0,92,92,166,91.0,,
Existants,J11,26,51,25,165,50.0,0.96,
Existants,J12,0,0,0,143,-1.0,,
Existants,J13,179,536,357,103,535.0,1.99,
Existants,J14,509,551,42,116,550.0,0.08,
Nouveaux acceptés,J15,,0,,194,0.0,,
Nouveaux acceptés,J16,,552,,311,1.77,,
Nouveaux acceptés,J17,,289,,256,1.13,,
Nouveaux acceptés,J18,,464,,234,1.98,,
Nouveaux acceptés,J19,,661,,271,2.44,,
