Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,60,60,0,92,59.0,0.0,
Existants,J2,149,144,-5,173,143.0,-0.03,
Existants,J3,5,5,0,81,4.0,0.0,
Existants,J4,0,0,0,123,-1.0,,
Existants,J5,127,127,0,99,126.0,0.0,
Nouveaux acceptés,J6,,167,,417,0.4,,
Nouveaux acceptés,J7,,22,,385,0.06,,
Nouveaux acceptés,J8,,510,,387,1.32,,
Nouveaux acceptés,J9,,304,,384,0.79,,
Nouveaux acceptés,J10,,335,,397,0.84,,
Nouveaux acceptés,J11,,142,,368,0.39,,
Nouveaux acceptés,J12,,402,,363,1.11,,
Nouveaux acceptés,J13,,274,,369,0.74,,
Nouveaux acceptés,J14,,61,,372,0.16,,
Nouveaux acceptés,J15,,0,,384,0.0,,
Nouveaux acceptés,J16,,456,,393,1.16,,
