Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.92,155,57,-98,41,0,0.0,-41,189,114
Existants,J2,0.81,105,99,-6,0,0,0.0,0,189,121
Nouveaux acceptés,J3,0.25,,124,,,16,3.96,,189,108
Nouveaux acceptés,J4,0.21,,189,,,25,5.14,,189,164
