Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,190,156,-34,95,155.0,-0.18,
Existants,J2,0,0,0,161,-1.0,,
Existants,J3,226,187,-39,106,186.0,-0.17,
Existants,J4,35,280,245,131,279.0,7.0,
Existants,J5,110,53,-57,114,52.0,-0.52,
Nouveaux acceptés,J6,,637,,324,1.97,,
Nouveaux acceptés,J7,,23,,167,0.14,,
Nouveaux acceptés,J8,,48,,353,0.14,,
Nouveaux acceptés,J9,,674,,332,2.03,,
Nouveaux acceptés,J10,,812,,355,2.29,,
Nouveaux acceptés,J11,,282,,397,0.71,,
Nouveaux acceptés,J12,,0,,364,0.0,,
Nouveaux acceptés,J13,,443,,260,1.7,,
Nouveaux acceptés,J14,,526,,221,2.38,,
Nouveaux acceptés,J15,,668,,382,1.75,,
Nouveaux acceptés,J16,,258,,242,1.07,,
Nouveaux acceptés,J17,,349,,218,1.6,,
