Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,10,0,-10,162,-1.0,-1.0,
Existants,J2,159,42,-117,105,41.0,-0.74,
Existants,J3,167,133,-34,129,132.0,-0.2,
Existants,J4,27,40,13,194,39.0,0.48,
Existants,J5,148,205,57,79,204.0,0.39,
Nouveaux acceptés,J6,,319,,190,1.68,,
Nouveaux acceptés,J7,,127,,190,0.67,,
Nouveaux acceptés,J8,,388,,188,2.06,,
Nouveaux acceptés,J9,,166,,193,0.86,,
Nouveaux acceptés,J10,,196,,247,0.79,,
