Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,391,391,0,193,390.0,0.0,
Existants,J2,411,569,158,238,568.0,0.38,
Existants,J3,349,349,0,113,348.0,0.0,
Existants,J4,648,642,-6,95,641.0,-0.01,
Existants,J5,88,88,0,144,87.0,0.0,
Existants,J6,0,0,0,196,-1.0,,
Existants,J7,70,70,0,219,69.0,0.0,
Existants,J8,0,0,0,135,-1.0,,
Existants,J9,532,476,-56,162,475.0,-0.11,
Existants,J10,291,291,0,228,290.0,0.0,
Existants,J11,0,0,0,178,-1.0,,
Existants,J12,105,105,0,237,104.0,0.0,
Nouveaux acceptés,J13,,16,,652,0.02,,
Nouveaux acceptés,J14,,286,,692,0.41,,
Nouveaux acceptés,J15,,76,,616,0.12,,
Nouveaux acceptés,J16,,246,,628,0.39,,
Nouveaux acceptés,J17,,211,,716,0.29,,
