Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,155,-1.0,,
Existants,J2,0,0,0,221,-1.0,,
Existants,J3,0,0,0,115,-1.0,,
Existants,J4,422,594,172,228,593.0,0.41,
Existants,J5,0,0,0,203,-1.0,,
Existants,J6,353,393,40,139,392.0,0.11,
Existants,J7,0,0,0,99,-1.0,,
Existants,J8,164,279,115,196,278.0,0.7,
Existants,J9,155,33,-122,234,32.0,-0.79,
Existants,J10,453,620,167,98,619.0,0.37,
Existants,J11,240,178,-62,225,177.0,-0.26,
Nouveaux acceptés,J12,,196,,419,0.47,,
Nouveaux acceptés,J13,,206,,448,0.46,,
Nouveaux acceptés,J14,,171,,395,0.43,,
Nouveaux acceptés,J15,,499,,417,1.2,,
Nouveaux acceptés,J16,,504,,482,1.05,,
