Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,105,105,0,117,104.0,0.0,
Existants,J2,139,134,-5,135,133.0,-0.04,
Existants,J3,31,31,0,128,30.0,0.0,
Existants,J4,0,0,0,92,-1.0,,
Existants,J5,55,55,0,110,54.0,0.0,
Existants,J6,30,30,0,76,29.0,0.0,
Nouveaux acceptés,J7,,230,,267,0.86,,
Nouveaux acceptés,J8,,187,,244,0.77,,
Nouveaux acceptés,J9,,375,,391,0.96,,
Nouveaux acceptés,J10,,226,,363,0.62,,
Nouveaux acceptés,J11,,362,,295,1.23,,
Nouveaux acceptés,J12,,379,,270,1.4,,
Nouveaux acceptés,J13,,114,,244,0.47,,
Nouveaux acceptés,J14,,194,,231,0.84,,
