Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,91,91,0,142,90.0,0.0,
Existants,J2,408,358,-50,141,357.0,-0.12,
Existants,J3,119,119,0,174,118.0,0.0,
Existants,J4,39,39,0,126,38.0,0.0,
Existants,J5,307,392,85,186,391.0,0.28,
Existants,J6,222,245,23,192,244.0,0.1,
Existants,J7,204,204,0,150,203.0,0.0,
Existants,J8,8,8,0,116,7.0,0.0,
Nouveaux acceptés,J9,,185,,434,0.43,,
Nouveaux acceptés,J10,,42,,401,0.1,,
Nouveaux acceptés,J11,,232,,453,0.51,,
