Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,1.0,58,58,0,0,0,0.0,0,143,63
Existants,J2,1.0,88,88,0,0,0,0.0,0,143,91
Nouveaux acceptés,J3,1.0,,143,,,0,0.0,,143,167
