Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,97,-1.0,,
Existants,J2,243,157,-86,131,156.0,-0.35,
Existants,J3,20,4,-16,172,3.0,-0.8,
Existants,J4,0,0,0,137,-1.0,,
Existants,J5,84,100,16,130,99.0,0.19,
Existants,J6,229,291,62,208,290.0,0.27,
Existants,J7,50,34,-16,87,33.0,-0.32,
Existants,J8,125,196,71,182,195.0,0.57,
Nouveaux acceptés,J9,,40,,275,0.15,,
Nouveaux acceptés,J10,,416,,317,1.31,,
Nouveaux acceptés,J11,,341,,320,1.07,,
Nouveaux acceptés,J12,,304,,288,1.06,,
