Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,159,159,0,181,158.0,0.0,
Existants,J2,11,11,0,162,10.0,0.0,
Existants,J3,0,0,0,55,-1.0,,
Existants,J4,288,273,-15,131,272.0,-0.05,
Existants,J5,0,0,0,108,-1.0,,
Existants,J6,0,0,0,190,-1.0,,
Existants,J7,309,360,51,176,359.0,0.17,
Existants,J8,87,87,0,197,86.0,0.0,
Nouveaux acceptés,J9,,534,,492,1.09,,
Nouveaux acceptés,J10,,183,,487,0.38,,
Nouveaux acceptés,J11,,199,,510,0.39,,
Nouveaux acceptés,J12,,472,,510,0.93,,
Nouveaux acceptés,J13,,435,,446,0.98,,
Nouveaux acceptés,J14,,0,,466,0.0,,
Nouveaux acceptés,J15,,64,,466,0.14,,
Nouveaux acceptés,J16,,578,,557,1.04,,
Nouveaux acceptés,J17,,274,,486,0.56,,
