Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,274,565,291,168,564.0,1.06,
Existants,J2,524,1114,590,158,1113.0,1.13,
Existants,J3,31,31,0,162,30.0,0.0,
Existants,J4,101,152,51,145,151.0,0.5,
Existants,J5,0,0,0,132,-1.0,,
Existants,J6,216,347,131,141,346.0,0.61,
Existants,J7,447,374,-73,168,373.0,-0.16,
Existants,J8,232,808,576,159,807.0,2.48,
Existants,J9,389,227,-162,168,226.0,-0.42,
Existants,J10,44,44,0,115,43.0,0.0,
Nouveaux acceptés,J11,,0,,280,0.0,,
Nouveaux acceptés,J12,,852,,291,2.93,,
Nouveaux acceptés,J13,,932,,393,2.37,,
Nouveaux acceptés,J14,,0,,334,0.0,,
Nouveaux acceptés,J15,,614,,395,1.55,,
Nouveaux acceptés,J16,,244,,389,0.63,,
Nouveaux acceptés,J17,,521,,313,1.66,,
Nouveaux acceptés,J18,,701,,355,1.97,,
Nouveaux acceptés,J19,,875,,327,2.68,,
Nouveaux acceptés,J20,,891,,375,2.38,,
