Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.86,90,90,0,0,0,0.0,0,204,126
Existants,J2,0.84,134,134,0,83,83,69.36,0,204,51
Existants,J3,0.83,78,78,0,0,0,0.0,0,204,98
Existants,J4,0.86,182,204,22,89,111,95.85,22,204,93
Nouveaux acceptés,J5,0.15,,198,,,0,0.0,,204,201
