Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,191,304,113,224,303.0,0.59,
Existants,J2,418,536,118,141,535.0,0.28,
Existants,J3,277,277,0,101,276.0,0.0,
Existants,J4,334,331,-3,160,330.0,-0.01,
Existants,J5,0,0,0,174,-1.0,,
Existants,J6,139,139,0,178,138.0,0.0,
Existants,J7,0,0,0,77,-1.0,,
Existants,J8,0,0,0,141,-1.0,,
Existants,J9,97,97,0,157,96.0,0.0,
Existants,J10,0,0,0,166,-1.0,,
Existants,J11,26,26,0,165,25.0,0.0,
Existants,J12,0,0,0,143,-1.0,,
Existants,J13,179,179,0,103,178.0,0.0,
Existants,J14,509,537,28,116,536.0,0.06,
Nouveaux acceptés,J15,,11,,444,0.02,,
Nouveaux acceptés,J16,,324,,483,0.67,,
Nouveaux acceptés,J17,,399,,486,0.82,,
Nouveaux acceptés,J18,,387,,447,0.87,,
Nouveaux acceptés,J19,,448,,502,0.89,,
