Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.92,155,155,0,41,41,37.58,0,245,114
Existants,J2,0.81,105,105,0,0,0,0.0,0,245,121
Nouveaux acceptés,J3,0.25,,180,,,14,3.47,,245,166
Nouveaux acceptés,J4,0.21,,245,,,31,6.37,,245,214
