Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,125,78,-47,124,77.0,-0.38,
Existants,J2,36,36,0,94,35.0,0.0,
Existants,J3,52,52,0,84,51.0,0.0,
Existants,J4,148,234,86,158,233.0,0.58,
Existants,J5,88,88,0,97,87.0,0.0,
Nouveaux acceptés,J6,,476,,389,1.22,,
Nouveaux acceptés,J7,,183,,358,0.51,,
Nouveaux acceptés,J8,,409,,353,1.16,,
Nouveaux acceptés,J9,,498,,373,1.34,,
Nouveaux acceptés,J10,,295,,312,0.95,,
Nouveaux acceptés,J11,,294,,359,0.82,,
Nouveaux acceptés,J12,,149,,386,0.39,,
Nouveaux acceptés,J13,,105,,352,0.3,,
Nouveaux acceptés,J14,,0,,358,0.0,,
Nouveaux acceptés,J15,,412,,296,1.39,,
Nouveaux acceptés,J16,,643,,361,1.78,,
Nouveaux acceptés,J17,,612,,326,1.88,,
Nouveaux acceptés,J18,,0,,363,0.0,,
