Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,128,165,37,123,164.0,0.29,
Existants,J2,18,18,0,75,17.0,0.0,
Existants,J3,53,53,0,192,52.0,0.0,
Existants,J4,160,398,238,170,397.0,1.49,
Existants,J5,0,0,0,88,-1.0,,
Nouveaux acceptés,J6,,542,,333,1.63,,
Nouveaux acceptés,J7,,406,,262,1.55,,
Nouveaux acceptés,J8,,119,,334,0.36,,
Nouveaux acceptés,J9,,33,,286,0.12,,
Nouveaux acceptés,J10,,451,,275,1.64,,
Nouveaux acceptés,J11,,313,,320,0.98,,
Nouveaux acceptés,J12,,0,,309,0.0,,
Nouveaux acceptés,J13,,30,,221,0.14,,
Nouveaux acceptés,J14,,332,,268,1.24,,
Nouveaux acceptés,J15,,205,,300,0.68,,
Nouveaux acceptés,J16,,246,,265,0.93,,
Nouveaux acceptés,J17,,522,,286,1.83,,
