Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,174,185,11,119,184.0,0.06,
Existants,J2,104,104,0,84,103.0,0.0,
Existants,J3,76,87,11,152,86.0,0.14,
Existants,J4,0,0,0,98,-1.0,,
Existants,J5,27,27,0,81,26.0,0.0,
Existants,J6,0,0,0,64,-1.0,,
Nouveaux acceptés,J7,,393,,340,1.16,,
Nouveaux acceptés,J8,,470,,284,1.65,,
Nouveaux acceptés,J9,,232,,353,0.66,,
Nouveaux acceptés,J10,,0,,350,0.0,,
Nouveaux acceptés,J11,,0,,358,0.0,,
Nouveaux acceptés,J12,,322,,368,0.88,,
Nouveaux acceptés,J13,,157,,349,0.45,,
Nouveaux acceptés,J14,,56,,347,0.16,,
