Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,19,19,0,173,18.0,0.0,
Existants,J2,0,0,0,235,-1.0,,
Existants,J3,0,0,0,195,-1.0,,
Existants,J4,0,0,0,100,-1.0,,
Existants,J5,491,579,88,268,578.0,0.18,
Existants,J6,0,0,0,160,-1.0,,
Existants,J7,323,323,0,167,322.0,0.0,
Existants,J8,135,135,0,241,134.0,0.0,
Existants,J9,119,119,0,143,118.0,0.0,
Existants,J10,704,616,-88,105,615.0,-0.12,
Existants,J11,462,462,0,156,461.0,0.0,
Existants,J12,401,268,-133,275,267.0,-0.33,
Existants,J13,35,35,0,276,34.0,0.0,
Nouveaux acceptés,J14,,281,,735,0.38,,
Nouveaux acceptés,J15,,5,,670,0.01,,
Nouveaux acceptés,J16,,192,,751,0.26,,
Nouveaux acceptés,J17,,82,,686,0.12,,
Nouveaux acceptés,J18,,270,,789,0.34,,
