Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,122,122,0,114,121.0,0.0,
Existants,J2,17,17,0,96,16.0,0.0,
Existants,J3,162,200,38,144,199.0,0.23,
Existants,J4,2,2,0,87,1.0,0.0,
Existants,J5,70,70,0,99,69.0,0.0,
Nouveaux acceptés,J6,,268,,337,0.8,,
Nouveaux acceptés,J7,,197,,328,0.6,,
Nouveaux acceptés,J8,,83,,322,0.26,,
Nouveaux acceptés,J9,,431,,371,1.16,,
Nouveaux acceptés,J10,,0,,291,0.0,,
Nouveaux acceptés,J11,,391,,357,1.1,,
Nouveaux acceptés,J12,,364,,316,1.15,,
Nouveaux acceptés,J13,,252,,347,0.73,,
Nouveaux acceptés,J14,,318,,356,0.89,,
Nouveaux acceptés,J15,,516,,365,1.41,,
Nouveaux acceptés,J16,,202,,317,0.64,,
