Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,83,-1.0,,
Existants,J2,19,26,7,129,25.0,0.37,
Existants,J3,88,133,45,108,132.0,0.51,
Existants,J4,15,15,0,87,14.0,0.0,
Nouveaux acceptés,J5,,336,,202,1.66,,
Nouveaux acceptés,J6,,0,,179,0.0,,
Nouveaux acceptés,J7,,261,,217,1.2,,
Nouveaux acceptés,J8,,170,,172,0.99,,
Nouveaux acceptés,J9,,395,,220,1.8,,
Nouveaux acceptés,J10,,85,,150,0.57,,
Nouveaux acceptés,J11,,185,,251,0.74,,
Nouveaux acceptés,J12,,395,,290,1.36,,
Nouveaux acceptés,J13,,469,,290,1.62,,
Nouveaux acceptés,J14,,178,,209,0.85,,
Nouveaux acceptés,J15,,0,,277,0.0,,
