Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.89,105,105,0,0,0,0.0,0,222,110
Nouveaux acceptés,J2,0.22,,171,,,2,0.44,,222,169
Nouveaux acceptés,J3,0.1,,222,,,40,4.09,,222,182
