Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,190,190,0,95,189.0,0.0,
Existants,J2,0,0,0,161,-1.0,,
Existants,J3,226,221,-5,106,220.0,-0.02,
Existants,J4,35,35,0,131,34.0,0.0,
Existants,J5,110,110,0,114,109.0,0.0,
Nouveaux acceptés,J6,,698,,406,1.72,,
Nouveaux acceptés,J7,,180,,408,0.44,,
Nouveaux acceptés,J8,,358,,339,1.06,,
Nouveaux acceptés,J9,,566,,330,1.72,,
Nouveaux acceptés,J10,,310,,420,0.74,,
Nouveaux acceptés,J11,,597,,436,1.37,,
Nouveaux acceptés,J12,,591,,417,1.42,,
Nouveaux acceptés,J13,,199,,237,0.84,,
Nouveaux acceptés,J14,,134,,360,0.37,,
Nouveaux acceptés,J15,,395,,396,1.0,,
Nouveaux acceptés,J16,,421,,364,1.16,,
Nouveaux acceptés,J17,,446,,401,1.11,,
Nouveaux acceptés,J18,,214,,296,0.72,,
