Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,127,-1.0,,
Existants,J2,50,50,0,131,49.0,0.0,
Existants,J3,0,0,0,104,-1.0,,
Nouveaux acceptés,J4,,456,,251,1.82,,
Nouveaux acceptés,J5,,77,,250,0.31,,
Nouveaux acceptés,J6,,100,,289,0.35,,
Nouveaux acceptés,J7,,203,,307,0.66,,
Nouveaux acceptés,J8,,386,,217,1.78,,
Nouveaux acceptés,J9,,177,,273,0.65,,
Nouveaux acceptés,J10,,258,,302,0.85,,
