Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,66,55,-11,72,54.0,-0.17,
Existants,J2,0,30,30,114,29.0,,
Nouveaux acceptés,J3,,7,,164,0.04,,
