Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,113,47,-66,95,46.0,-0.58,
Existants,J2,0,0,0,63,-1.0,,
Existants,J3,66,240,174,111,239.0,2.64,
Existants,J4,206,270,64,153,269.0,0.31,
Existants,J5,24,198,174,159,197.0,7.25,
Existants,J6,164,98,-66,129,97.0,-0.4,
Nouveaux acceptés,J7,,291,,253,1.15,,
Nouveaux acceptés,J8,,0,,155,0.0,,
