Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,1.0,122,84,-38,55,17,17.0,-38,190,67
Existants,J2,1.0,72,129,57,0,14,14.0,14,190,115
Nouveaux acceptés,J3,1.0,,190,,,44,44.0,,190,146
