Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.94,154,154,0,15,15,14.08,0,204,139
Existants,J2,0.89,101,101,0,0,0,0.0,0,204,111
Nouveaux acceptés,J3,0.22,,204,,,54,11.72,,204,150
