Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.81,256,221,-35,110,75,60.56,-35,389,146
Existants,J2,1.0,187,227,40,59,99,98.69,40,389,128
Existants,J3,0.84,146,146,0,9,9,7.53,0,389,137
Existants,J4,0.89,262,266,4,176,180,160.38,4,389,86
Nouveaux acceptés,J5,0.23,,389,,,65,14.82,,389,324
