Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,42,0,-42,162,-1.0,-1.0,
Existants,J2,154,152,-2,105,151.0,-0.01,
Existants,J3,157,183,26,129,182.0,0.17,
Existants,J4,59,0,-59,194,-1.0,-1.0,
Existants,J5,131,139,8,79,138.0,0.06,
Nouveaux acceptés,J6,,249,,130,1.92,,
Nouveaux acceptés,J7,,342,,186,1.84,,
Nouveaux acceptés,J8,,115,,136,0.85,,
Nouveaux acceptés,J9,,131,,175,0.75,,
Nouveaux acceptés,J10,,332,,120,2.77,,
Nouveaux acceptés,J11,,216,,169,1.28,,
Nouveaux acceptés,J12,,384,,200,1.92,,
Nouveaux acceptés,J13,,311,,172,1.81,,
Nouveaux acceptés,J14,,347,,155,2.24,,
