Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,197,197,0,165,196.0,0.0,
Existants,J2,83,83,0,132,82.0,0.0,
Existants,J3,133,133,0,167,132.0,0.0,
Existants,J4,10,10,0,146,9.0,0.0,
Existants,J5,75,75,0,151,74.0,0.0,
Nouveaux acceptés,J6,,139,,522,0.27,,
Nouveaux acceptés,J7,,0,,510,0.0,,
Nouveaux acceptés,J8,,49,,574,0.09,,
Nouveaux acceptés,J9,,313,,572,0.55,,
Nouveaux acceptés,J10,,279,,600,0.47,,
Nouveaux acceptés,J11,,603,,622,0.97,,
Nouveaux acceptés,J12,,128,,527,0.24,,
Nouveaux acceptés,J13,,386,,574,0.67,,
Nouveaux acceptés,J14,,175,,533,0.33,,
Nouveaux acceptés,J15,,414,,601,0.69,,
Nouveaux acceptés,J16,,590,,569,1.04,,
Nouveaux acceptés,J17,,0,,582,0.0,,
Nouveaux acceptés,J18,,549,,604,0.91,,
