Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,216,560,344,235,559.0,1.59,
Existants,J2,425,468,43,141,467.0,0.1,
Existants,J3,67,129,62,170,128.0,0.93,
Existants,J4,0,0,0,118,-1.0,,
Existants,J5,168,90,-78,264,89.0,-0.46,
Existants,J6,442,667,225,218,666.0,0.51,
Existants,J7,32,102,70,288,101.0,2.19,
Existants,J8,143,82,-61,145,81.0,-0.43,
Existants,J9,0,0,0,219,-1.0,,
Existants,J10,0,52,52,285,51.0,,
Existants,J11,47,0,-47,139,-1.0,-1.0,
Existants,J12,0,0,0,184,-1.0,,
Existants,J13,242,0,-242,260,-1.0,-1.0,
Existants,J14,580,582,2,154,581.0,0.0,
Nouveaux acceptés,J15,,393,,396,0.99,,
Nouveaux acceptés,J16,,335,,268,1.25,,
Nouveaux acceptés,J17,,262,,206,1.27,,
