Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,101,-1.0,,
Existants,J2,9,9,0,94,8.0,0.0,
Existants,J3,46,46,0,109,45.0,0.0,
Existants,J4,138,105,-33,145,104.0,-0.24,
Existants,J5,100,100,0,128,99.0,0.0,
Nouveaux acceptés,J6,,68,,403,0.17,,
Nouveaux acceptés,J7,,480,,416,1.15,,
Nouveaux acceptés,J8,,671,,414,1.62,,
Nouveaux acceptés,J9,,83,,382,0.22,,
Nouveaux acceptés,J10,,95,,310,0.31,,
Nouveaux acceptés,J11,,129,,399,0.32,,
Nouveaux acceptés,J12,,552,,413,1.34,,
Nouveaux acceptés,J13,,476,,351,1.36,,
Nouveaux acceptés,J14,,368,,384,0.96,,
Nouveaux acceptés,J15,,303,,380,0.8,,
Nouveaux acceptés,J16,,449,,309,1.45,,
Nouveaux acceptés,J17,,5,,383,0.01,,
