Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,32,32,0,112,31.0,0.0,
Existants,J2,109,103,-6,115,102.0,-0.06,
Existants,J3,101,121,20,164,120.0,0.2,
Existants,J4,0,0,0,152,-1.0,,
Nouveaux acceptés,J5,,270,,304,0.89,,
Nouveaux acceptés,J6,,80,,199,0.4,,
Nouveaux acceptés,J7,,213,,228,0.93,,
Nouveaux acceptés,J8,,218,,229,0.95,,
Nouveaux acceptés,J9,,296,,226,1.31,,
Nouveaux acceptés,J10,,254,,274,0.93,,
Nouveaux acceptés,J11,,84,,252,0.33,,
Nouveaux acceptés,J12,,323,,257,1.26,,
Nouveaux acceptés,J13,,334,,280,1.19,,
Nouveaux acceptés,J14,,87,,243,0.36,,
