Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,282,-1.0,,
Existants,J2,351,421,70,158,420.0,0.2,
Existants,J3,130,333,203,106,332.0,1.56,
Existants,J4,0,0,0,171,-1.0,,
Existants,J5,201,368,167,302,367.0,0.83,
Existants,J6,229,48,-181,147,47.0,-0.79,
Existants,J7,478,528,50,200,527.0,0.1,
Existants,J8,23,200,177,134,199.0,7.7,
Existants,J9,22,0,-22,161,-1.0,-1.0,
Existants,J10,124,80,-44,207,79.0,-0.35,
Existants,J11,517,639,122,285,638.0,0.24,
Existants,J12,337,238,-99,257,237.0,-0.29,
Existants,J13,0,0,0,164,-1.0,,
Nouveaux acceptés,J14,,384,,371,1.04,,
Nouveaux acceptés,J15,,621,,344,1.81,,
