Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,26,26,0,96,25.0,0.0,
Existants,J2,133,133,0,173,132.0,0.0,
Existants,J3,0,0,0,133,-1.0,,
Existants,J4,264,264,0,136,263.0,0.0,
Existants,J5,131,131,0,169,130.0,0.0,
Existants,J6,69,69,0,165,68.0,0.0,
Existants,J7,0,0,0,152,-1.0,,
Existants,J8,0,0,0,174,-1.0,,
Nouveaux acceptés,J9,,184,,474,0.39,,
Nouveaux acceptés,J10,,247,,502,0.49,,
Nouveaux acceptés,J11,,114,,528,0.22,,
Nouveaux acceptés,J12,,395,,552,0.72,,
Nouveaux acceptés,J13,,184,,534,0.34,,
Nouveaux acceptés,J14,,363,,515,0.7,,
Nouveaux acceptés,J15,,0,,465,0.0,,
Nouveaux acceptés,J16,,4,,482,0.01,,
Nouveaux acceptés,J17,,307,,534,0.57,,
