Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,162,-1.0,,
Existants,J2,167,275,108,105,274.0,0.65,
Existants,J3,175,366,191,129,365.0,1.09,
Existants,J4,0,0,0,194,-1.0,,
Existants,J5,156,232,76,79,231.0,0.49,
Nouveaux acceptés,J6,,244,,130,1.88,,
Nouveaux acceptés,J7,,335,,186,1.8,,
Nouveaux acceptés,J8,,118,,136,0.87,,
Nouveaux acceptés,J9,,314,,175,1.79,,
Nouveaux acceptés,J10,,101,,120,0.84,,
Nouveaux acceptés,J11,,60,,200,0.3,,
Nouveaux acceptés,J12,,369,,172,2.15,,
Nouveaux acceptés,J13,,289,,155,1.86,,
