Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,77,-1.0,,
Existants,J2,14,444,430,143,443.0,30.71,
Existants,J3,121,85,-36,64,84.0,-0.3,
Existants,J4,144,342,198,115,341.0,1.38,
Existants,J5,225,234,9,100,233.0,0.04,
Nouveaux acceptés,J6,,0,,296,0.0,,
Nouveaux acceptés,J7,,28,,168,0.17,,
Nouveaux acceptés,J8,,47,,192,0.24,,
Nouveaux acceptés,J9,,577,,234,2.47,,
Nouveaux acceptés,J10,,532,,314,1.69,,
Nouveaux acceptés,J11,,3,,187,0.02,,
Nouveaux acceptés,J12,,323,,294,1.1,,
Nouveaux acceptés,J13,,595,,301,1.98,,
Nouveaux acceptés,J14,,0,,148,0.0,,
Nouveaux acceptés,J15,,189,,194,0.97,,
Nouveaux acceptés,J16,,439,,284,1.55,,
