Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,391,656,265,193,655.0,0.68,
Existants,J2,411,335,-76,238,334.0,-0.18,
Existants,J3,349,667,318,113,666.0,0.91,
Existants,J4,648,523,-125,95,522.0,-0.19,
Existants,J5,88,88,0,144,87.0,0.0,
Existants,J6,0,0,0,196,-1.0,,
Existants,J7,70,70,0,219,69.0,0.0,
Existants,J8,0,0,0,135,-1.0,,
Existants,J9,532,346,-186,162,345.0,-0.35,
Existants,J10,291,546,255,228,545.0,0.88,
Existants,J11,0,0,0,178,-1.0,,
Existants,J12,105,177,72,237,176.0,0.69,
Nouveaux acceptés,J13,,0,,380,0.0,,
Nouveaux acceptés,J14,,584,,437,1.34,,
Nouveaux acceptés,J15,,0,,344,0.0,,
Nouveaux acceptés,J16,,508,,367,1.38,,
Nouveaux acceptés,J17,,535,,435,1.23,,
