Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.95,119,119,0,64,64,60.68,0,205,55
Existants,J2,0.83,87,87,0,0,0,0.0,0,205,111
Nouveaux acceptés,J3,0.31,,205,,,17,5.28,,205,188
