Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,195,195,0,166,194.0,0.0,
Existants,J2,24,24,0,129,23.0,0.0,
Existants,J3,69,69,0,121,68.0,0.0,
Existants,J4,99,99,0,121,98.0,0.0,
Existants,J5,10,10,0,60,9.0,0.0,
Existants,J6,173,173,0,128,172.0,0.0,
Nouveaux acceptés,J7,,192,,480,0.4,,
Nouveaux acceptés,J8,,282,,506,0.56,,
Nouveaux acceptés,J9,,0,,475,0.0,,
Nouveaux acceptés,J10,,148,,467,0.32,,
Nouveaux acceptés,J11,,543,,597,0.91,,
Nouveaux acceptés,J12,,64,,485,0.13,,
Nouveaux acceptés,J13,,216,,511,0.42,,
Nouveaux acceptés,J14,,460,,557,0.83,,
Nouveaux acceptés,J15,,99,,462,0.21,,
Nouveaux acceptés,J16,,132,,477,0.28,,
Nouveaux acceptés,J17,,338,,501,0.67,,
Nouveaux acceptés,J18,,22,,475,0.05,,
Nouveaux acceptés,J19,,409,,522,0.78,,
Nouveaux acceptés,J20,,388,,485,0.8,,
