scenario,inst,variant,delta_ratio,nb_orders,nb_jobs,nb_new_jobs,nb_accepted_new_jobs,accepted_over_new,acceptance_ratio,cmax,total_tardiness,weighted_tardiness,obj,computing_time
l,portion_of_3_7,instance_7_late,0.1,2,20,14,14,14/14,1.0,1140,3863,1255.9329,2395.9329,0.5832790409913287
