Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,167,0,-167,130,-1.0,-1.0,
Existants,J2,36,36,0,104,35.0,0.0,
Existants,J3,7,7,0,169,6.0,0.0,
Existants,J4,147,147,0,102,146.0,0.0,
Existants,J5,52,52,0,82,51.0,0.0,
Existants,J6,171,130,-41,84,129.0,-0.24,
Existants,J7,0,0,0,85,-1.0,,
Existants,J8,368,485,117,153,484.0,0.32,
Existants,J9,239,446,207,161,445.0,0.87,
Existants,J10,156,135,-21,182,134.0,-0.13,
Nouveaux acceptés,J11,,391,,423,0.92,,
Nouveaux acceptés,J12,,570,,398,1.43,,
Nouveaux acceptés,J13,,24,,252,0.1,,
Nouveaux acceptés,J14,,48,,414,0.12,,
Nouveaux acceptés,J15,,396,,358,1.11,,
Nouveaux acceptés,J16,,544,,334,1.63,,
Nouveaux acceptés,J17,,651,,429,1.52,,
Nouveaux acceptés,J18,,201,,324,0.62,,
Nouveaux acceptés,J19,,336,,356,0.94,,
Nouveaux acceptés,J20,,104,,427,0.24,,
