Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,190,190,0,95,189.0,0.0,
Existants,J2,0,0,0,161,-1.0,,
Existants,J3,226,226,0,106,225.0,0.0,
Existants,J4,35,35,0,131,34.0,0.0,
Existants,J5,110,110,0,114,109.0,0.0,
Nouveaux acceptés,J6,,41,,472,0.09,,
Nouveaux acceptés,J7,,0,,379,0.0,,
Nouveaux acceptés,J8,,123,,442,0.28,,
Nouveaux acceptés,J9,,451,,467,0.97,,
Nouveaux acceptés,J10,,39,,437,0.09,,
Nouveaux acceptés,J11,,552,,483,1.14,,
Nouveaux acceptés,J12,,357,,444,0.8,,
Nouveaux acceptés,J13,,0,,398,0.0,,
Nouveaux acceptés,J14,,237,,525,0.45,,
Nouveaux acceptés,J15,,380,,431,0.88,,
Nouveaux acceptés,J16,,409,,461,0.89,,
Nouveaux acceptés,J17,,0,,444,0.0,,
Nouveaux acceptés,J18,,290,,404,0.72,,
