Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,64,-1.0,,
Existants,J2,0,0,0,80,-1.0,,
Existants,J3,2,2,0,92,1.0,0.0,
Existants,J4,115,269,154,128,268.0,1.34,
Existants,J5,156,58,-98,164,57.0,-0.63,
Existants,J6,54,54,0,91,53.0,0.0,
Nouveaux acceptés,J7,,39,,295,0.13,,
Nouveaux acceptés,J8,,265,,378,0.7,,
Nouveaux acceptés,J9,,320,,199,1.61,,
Nouveaux acceptés,J10,,68,,215,0.32,,
Nouveaux acceptés,J11,,208,,371,0.56,,
Nouveaux acceptés,J12,,257,,208,1.24,,
