Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,248,248,0,160,247.0,0.0,
Existants,J2,0,0,0,240,-1.0,,
Existants,J3,185,185,0,168,184.0,0.0,
Existants,J4,0,0,0,139,-1.0,,
Existants,J5,119,119,0,67,118.0,0.0,
Existants,J6,0,0,0,209,-1.0,,
Existants,J7,41,41,0,139,40.0,0.0,
Existants,J8,0,0,0,124,-1.0,,
Existants,J9,305,305,0,167,304.0,0.0,
Existants,J10,397,397,0,207,396.0,0.0,
Existants,J11,293,293,0,185,292.0,0.0,
Nouveaux acceptés,J12,,177,,686,0.26,,
Nouveaux acceptés,J13,,190,,699,0.27,,
Nouveaux acceptés,J14,,240,,740,0.32,,
Nouveaux acceptés,J15,,155,,660,0.23,,
Nouveaux acceptés,J16,,13,,684,0.02,,
