Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,23,44,21,96,43.0,0.91,
Existants,J2,0,0,0,124,-1.0,,
Nouveaux acceptés,J3,,2,,191,0.01,,
Nouveaux acceptés,J4,,56,,185,0.3,,
Nouveaux acceptés,J5,,0,,137,0.0,,
