Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,99,99,0,124,98.0,0.0,
Existants,J2,0,0,0,142,-1.0,,
Existants,J3,290,319,29,136,318.0,0.1,
Existants,J4,96,101,5,185,100.0,0.05,
Existants,J5,0,0,0,117,-1.0,,
Existants,J6,0,0,0,89,-1.0,,
Existants,J7,217,227,10,120,226.0,0.05,
Existants,J8,0,0,0,72,-1.0,,
Nouveaux acceptés,J9,,263,,381,0.69,,
Nouveaux acceptés,J10,,227,,303,0.75,,
Nouveaux acceptés,J11,,65,,255,0.25,,
Nouveaux acceptés,J12,,185,,339,0.55,,
Nouveaux acceptés,J13,,174,,275,0.63,,
