Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,197,250,53,165,249.0,0.27,
Existants,J2,83,72,-11,132,71.0,-0.13,
Existants,J3,133,665,532,167,664.0,4.0,
Existants,J4,10,10,0,146,9.0,0.0,
Existants,J5,75,138,63,151,137.0,0.84,
Nouveaux acceptés,J6,,0,,371,0.0,,
Nouveaux acceptés,J7,,306,,373,0.82,,
Nouveaux acceptés,J8,,252,,318,0.79,,
Nouveaux acceptés,J9,,28,,325,0.09,,
Nouveaux acceptés,J10,,603,,380,1.59,,
Nouveaux acceptés,J11,,128,,410,0.31,,
Nouveaux acceptés,J12,,249,,424,0.59,,
Nouveaux acceptés,J13,,115,,336,0.34,,
Nouveaux acceptés,J14,,179,,327,0.55,,
Nouveaux acceptés,J15,,726,,391,1.86,,
Nouveaux acceptés,J16,,336,,413,0.81,,
Nouveaux acceptés,J17,,660,,451,1.46,,
