Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,274,274,0,168,273.0,0.0,
Existants,J2,524,524,0,158,523.0,0.0,
Existants,J3,31,31,0,162,30.0,0.0,
Existants,J4,101,101,0,145,100.0,0.0,
Existants,J5,0,0,0,132,-1.0,,
Existants,J6,216,216,0,141,215.0,0.0,
Existants,J7,447,447,0,168,446.0,0.0,
Existants,J8,232,232,0,159,231.0,0.0,
Existants,J9,389,389,0,168,388.0,0.0,
Existants,J10,44,44,0,115,43.0,0.0,
Nouveaux acceptés,J11,,153,,757,0.2,,
Nouveaux acceptés,J12,,433,,773,0.56,,
Nouveaux acceptés,J13,,524,,832,0.63,,
Nouveaux acceptés,J14,,26,,729,0.04,,
Nouveaux acceptés,J15,,478,,770,0.62,,
Nouveaux acceptés,J16,,183,,777,0.24,,
Nouveaux acceptés,J17,,347,,776,0.45,,
Nouveaux acceptés,J18,,306,,750,0.41,,
Nouveaux acceptés,J19,,474,,833,0.57,,
Nouveaux acceptés,J20,,0,,839,0.0,,
