Pool,job,cost,Cj_initial,Cj_final,Diff_Cj,Tj_initial,Tj_final,Tj_final_pondere,Diff_Tj,Cmax,dj
Existants,J1,0.94,78,78,0,0,0,0.0,0,266,99
Nouveaux acceptés,J2,0.21,,105,,,16,3.31,,266,89
Nouveaux acceptés,J3,0.05,,266,,,104,5.51,,266,162
Nouveaux acceptés,J4,0.38,,204,,,67,25.7,,266,137
