Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,297,-1.0,,
Existants,J2,274,360,86,132,359.0,0.31,
Existants,J3,562,540,-22,290,539.0,-0.04,
Existants,J4,290,391,101,329,390.0,0.35,
Existants,J5,113,113,0,129,112.0,0.0,
Existants,J6,377,569,192,193,568.0,0.51,
Existants,J7,195,195,0,141,194.0,0.0,
Existants,J8,431,471,40,297,470.0,0.09,
Existants,J9,547,634,87,299,633.0,0.16,
Existants,J10,0,0,0,139,-1.0,,
Existants,J11,182,228,46,290,227.0,0.25,
Existants,J12,384,333,-51,311,332.0,-0.13,
Nouveaux acceptés,J13,,536,,451,1.19,,
Nouveaux acceptés,J14,,0,,387,0.0,,
