Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,101,-1.0,,
Existants,J2,9,9,0,94,8.0,0.0,
Existants,J3,46,46,0,109,45.0,0.0,
Existants,J4,138,138,0,145,137.0,0.0,
Existants,J5,100,100,0,128,99.0,0.0,
Nouveaux acceptés,J6,,581,,379,1.53,,
Nouveaux acceptés,J7,,616,,413,1.49,,
Nouveaux acceptés,J8,,638,,445,1.43,,
Nouveaux acceptés,J9,,162,,421,0.38,,
Nouveaux acceptés,J10,,111,,416,0.27,,
Nouveaux acceptés,J11,,65,,391,0.17,,
Nouveaux acceptés,J12,,483,,404,1.2,,
Nouveaux acceptés,J13,,318,,424,0.75,,
Nouveaux acceptés,J14,,451,,430,1.05,,
Nouveaux acceptés,J15,,222,,449,0.49,,
Nouveaux acceptés,J16,,519,,391,1.33,,
Nouveaux acceptés,J17,,0,,374,0.0,,
