Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,297,-1.0,,
Existants,J2,274,844,570,132,843.0,2.08,
Existants,J3,562,380,-182,290,379.0,-0.32,
Existants,J4,290,203,-87,329,202.0,-0.3,
Existants,J5,113,113,0,129,112.0,0.0,
Existants,J6,377,666,289,193,665.0,0.77,
Existants,J7,195,195,0,141,194.0,0.0,
Existants,J8,431,531,100,297,530.0,0.23,
Existants,J9,547,611,64,299,610.0,0.12,
Existants,J10,0,0,0,139,-1.0,,
Existants,J11,182,268,86,290,267.0,0.47,
Existants,J12,384,176,-208,311,175.0,-0.54,
Nouveaux acceptés,J13,,0,,387,0.0,,
