Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,313,314,1,156,313.0,0.0,
Existants,J2,219,219,0,136,218.0,0.0,
Existants,J3,0,0,0,187,-1.0,,
Existants,J4,231,231,0,184,230.0,0.0,
Existants,J5,451,487,36,79,486.0,0.08,
Existants,J6,8,8,0,118,7.0,0.0,
Existants,J7,0,0,0,72,-1.0,,
Existants,J8,82,82,0,176,81.0,0.0,
Existants,J9,71,71,0,114,70.0,0.0,
Existants,J10,71,71,0,152,70.0,0.0,
Nouveaux acceptés,J11,,347,,603,0.58,,
Nouveaux acceptés,J12,,75,,526,0.14,,
Nouveaux acceptés,J13,,106,,503,0.21,,
Nouveaux acceptés,J14,,244,,593,0.41,,
Nouveaux acceptés,J15,,532,,552,0.96,,
Nouveaux acceptés,J16,,344,,551,0.62,,
Nouveaux acceptés,J17,,575,,536,1.07,,
Nouveaux acceptés,J18,,0,,507,0.0,,
Nouveaux acceptés,J19,,589,,568,1.04,,
