Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,97,-1.0,,
Existants,J2,243,232,-11,131,231.0,-0.05,
Existants,J3,20,20,0,172,19.0,0.0,
Existants,J4,0,0,0,137,-1.0,,
Existants,J5,84,84,0,130,83.0,0.0,
Existants,J6,229,218,-11,208,217.0,-0.05,
Existants,J7,50,50,0,87,49.0,0.0,
Existants,J8,125,125,0,182,124.0,0.0,
Nouveaux acceptés,J9,,317,,402,0.79,,
Nouveaux acceptés,J10,,217,,433,0.5,,
Nouveaux acceptés,J11,,0,,356,0.0,,
Nouveaux acceptés,J12,,79,,368,0.21,,
Nouveaux acceptés,J13,,169,,421,0.4,,
Nouveaux acceptés,J14,,320,,393,0.81,,
Nouveaux acceptés,J15,,235,,389,0.6,,
Nouveaux acceptés,J16,,191,,371,0.51,,
Nouveaux acceptés,J17,,380,,427,0.89,,
