Pool,job,Tj_initial,Tj_final,Diff_Tj,dj,(Tj-dj)/dj,((Tj_final)-(Tj_initial))/(Tj_initial)
Existants,J1,0,0,0,132,-1.0,,
Existants,J2,0,0,0,114,-1.0,,
Existants,J3,0,0,0,189,-1.0,,
Existants,J4,232,365,133,185,364.0,0.57,
Existants,J5,83,67,-16,176,66.0,-0.19,
Existants,J6,92,268,176,173,267.0,1.91,
Existants,J7,71,62,-9,114,61.0,-0.13,
Existants,J8,234,209,-25,137,208.0,-0.11,
Nouveaux acceptés,J9,,418,,376,1.11,,
Nouveaux acceptés,J10,,0,,353,0.0,,
Nouveaux acceptés,J11,,322,,387,0.83,,
Nouveaux acceptés,J12,,239,,398,0.6,,
